PLACEID	HLTHIDR4	HLTHCURR	HLTHTIM	HLTHTRN
1901	3	0	15	6
1901	4	1	 	 
1901	5	3	 	 
1901	6	3	 	 
1901	7	0	10	6
1901	8	0	15	6
1901	9	3	 	 
1901	10	1	 	 
1901	11	3	 	 
1901	12	3	 	 
1902	1	0	5	6
1902	2	0	8	6
1902	3	3	 	 
1902	4	0	5	6
1902	5	3	 	 
1902	6	0	5	6
1902	7	1	 	 
1902	8	0	5	6
1902	9	3	 	 
1902	10	1	 	 
1902	11	3	 	 
1902	12	88	 	 
1903	1	0	90	8
1903	2	0	90	8
1903	3	0	90	8
1903	4	0	60	8
1903	5	3	 	 
1903	6	3	 	 
1903	7	1	 	 
1903	8	0	60	8
1903	9	3	 	 
1903	10	0	90	8
1903	11	3	 	 
1903	12	3	 	 
1904	1	0	50	6
1904	2	0	50	6
1904	3	0	50	6
1904	4	1	 	 
1904	5	3	 	 
1904	6	3	 	 
1904	7	0	30	6
1904	8	0	50	6
1904	9	3	 	 
1904	10	1	 	 
1904	11	3	 	 
1904	12	3	 	 
1905	1	0	10	6
1905	2	0	10	6
1905	3	3	 	 
1905	4	0	5	6
1905	5	3	 	 
1905	6	0	10	6
1905	7	1	 	 
1905	8	0	15	6
1905	9	3	 	 
1905	10	1	 	 
1905	11	3	 	 
1905	12	0	-88	88
2001	1	0	10	1
2001	2	0	40	7
2001	3	0	20	7
2001	4	0	10	1
2001	5	0	20	7
2001	6	0	20	7
2001	7	0	20	7
2001	8	0	10	1
2001	9	0	10	1
2001	10	1	 	 
2001	11	3	 	 
2001	12	88	 	 
2002	1	1	 	 
2002	2	0	40	7
2002	3	1	 	 
2002	4	0	5	7
2002	5	0	30	7
2002	6	1	 	 
2002	7	0	20	7
2002	8	1	 	 
2002	9	1	 	 
2002	10	1	 	 
2002	11	1	 	 
2002	12	0	-88	88
2003	1	0	5	7
2003	2	0	55	7
2003	3	0	35	7
2003	4	1	 	 
2003	5	0	40	7
2003	6	1	 	 
2003	7	0	-77	77
2003	8	1	 	 
2003	9	0	20	7
2003	10	1	 	 
2003	11	0	40	7
2003	12	88	 	 
2004	1	0	15	1
2004	2	0	60	7
2004	3	0	45	7
2004	4	0	20	1
2004	5	0	45	7
2004	6	0	45	7
2004	7	0	20	1
2004	8	0	20	5
2004	9	0	45	7
2004	10	1	 	 
2004	11	3	 	 
2004	12	88	 	 
2005	1	0	10	1
2005	2	0	50	7
2005	3	0	30	7
2005	4	1	 	 
2005	5	0	30	7
2005	6	0	15	7
2005	7	0	20	5
2005	8	0	10	7
2005	9	0	15	7
2005	10	1	 	 
2005	11	0	35	7
2005	12	88	 	 
2006	1	0	25	7
2006	2	0	35	7
2006	3	0	10	7
2006	4	0	8	7
2006	5	0	10	7
2006	6	0	10	7
2006	7	1	 	 
2006	8	0	10	7
2006	9	0	6	8
2006	10	1	 	 
2006	11	3	 	 
2006	12	88	 	 
2007	1	0	60	7
2007	2	1	 	 
2007	3	0	20	7
2007	4	0	10	7
2007	5	0	20	7
2007	6	0	20	7
2007	7	0	60	7
2007	8	1	 	 
2007	9	3	 	 
2007	10	1	 	 
2007	11	3	 	 
2007	12	3	 	 
2008	1	0	10	5
2008	2	0	55	7
2008	3	0	30	7
2008	4	0	20	7
2008	5	0	60	7
2008	6	0	20	7
2008	7	0	10	1
2008	8	0	20	7
2008	9	0	25	7
2008	10	1	 	 
2008	11	0	25	7
2008	12	88	 	 
8002	1	1	 	 
8002	2	1	 	 
8002	3	1	 	 
8002	4	1	 	 
8002	5	1	 	 
8002	6	1	 	 
8002	7	1	 	 
8002	8	1	 	 
8002	9	1	 	 
8002	10	1	 	 
8002	11	1	 	 
8002	12	88	 	 
8003	1	1	 	 
8003	2	0	30	6
8003	3	0	20	6
8003	4	0	20	6
8003	5	0	20	6
8003	6	0	20	6
8003	7	0	15	6
8003	8	0	20	6
8003	9	0	20	6
8003	10	1	 	 
8003	11	0	300	6
8003	12	88	 	 
8004	1	1	 	 
8004	2	3	 	 
8004	3	1	 	 
8004	4	1	 	 
8004	5	1	 	 
8004	6	1	 	 
8004	7	3	 	 
8004	8	1	 	 
8004	9	1	 	 
8004	10	1	 	 
8004	11	1	 	 
8004	12	1	 	 
8006	1	0	15	5
8006	2	1	 	 
8006	3	1	 	 
8006	4	1	 	 
8006	5	0	15	5
8006	6	1	 	 
8006	7	1	 	 
8006	8	1	 	 
8006	9	1	 	 
8006	10	1	 	 
8006	11	0	15	5
8006	12	1	 	 
8007	1	0	20	7
8007	2	0	20	7
8007	3	1	 	 
8007	4	1	 	 
8007	5	0	20	7
8007	6	0	20	7
8007	7	1	 	 
8007	8	0	20	7
8007	9	0	20	7
8007	10	1	 	 
8007	11	0	20	7
8007	12	88	 	 
8008	1	1	 	 
8008	2	1	 	 
8008	3	1	 	 
8008	4	1	 	 
8008	5	1	 	 
8008	6	1	 	 
8008	7	1	 	 
8008	8	1	 	 
8008	9	1	 	 
8008	10	1	 	 
8008	11	1	 	 
8008	12	88	 	 
8010	1	1	 	 
8010	2	0	10	6
8010	3	3	 	 
8010	4	0	10	6
8010	5	0	10	6
8010	6	3	 	 
8010	7	0	10	6
8010	8	1	 	 
8010	9	3	 	 
8010	10	1	 	 
8010	11	3	 	 
8010	12	3	 	 
8011	1	0	20	7
8011	2	0	20	7
8011	3	0	10	7
8011	4	0	10	7
8011	5	0	20	7
8011	6	0	20	7
8011	7	1	 	 
8011	8	1	 	 
8011	9	0	20	7
8011	10	1	 	 
8011	11	0	20	7
8011	12	88	 	 
8012	1	0	10	6
8012	2	0	10	6
8012	3	0	10	6
8012	4	1	 	 
8012	5	0	10	6
8012	6	0	10	6
8012	7	1	 	 
8012	8	0	10	6
8012	9	3	 	 
8012	10	1	 	 
8012	11	3	 	 
8012	12	3	 	 
8014	1	1	 	 
8014	2	0	75	7
8014	3	0	75	7
8014	4	0	10	7
8014	5	0	20	6
8014	6	0	90	6
8014	7	3	 	 
8014	8	1	 	 
8014	9	1	 	 
8014	10	1	 	 
8014	11	3	 	 
8014	12	0	30	6
8015	1	0	20	6
8015	2	0	100	6
8015	3	0	100	6
8015	4	0	20	6
8015	5	0	20	6
8015	6	0	20	6
8015	7	3	 	 
8015	8	0	20	6
8015	9	0	20	6
8015	10	0	20	6
8015	11	3	 	 
8015	12	0	20	6
8016	1	0	15	5
8016	2	1	 	 
8016	3	0	15	5
8016	4	1	 	 
8016	5	1	 	 
8016	6	0	15	5
8016	7	3	 	 
8016	8	1	 	 
8016	9	0	15	5
8016	10	1	 	 
8016	11	3	 	 
8016	12	88	 	 
8017	1	1	 	 
8017	2	1	 	 
8017	3	1	 	 
8017	4	1	 	 
8017	5	1	 	 
8017	6	1	 	 
8017	7	0	30	7
8017	8	1	 	 
8017	9	1	 	 
8017	10	1	 	 
8017	11	1	 	 
8017	12	88	 	 
8018	1	0	10	6
8018	2	1	 	 
8018	3	3	 	 
8018	4	1	 	 
8018	5	3	 	 
8018	6	3	 	 
8018	7	0	10	6
8018	8	0	10	6
8018	9	3	 	 
8018	10	0	10	6
8018	11	3	 	 
8018	12	88	 	 
8019	1	0	10	7
8019	2	0	20	7
8019	3	1	 	 
8019	4	1	 	 
8019	5	0	35	7
8019	6	0	25	7
8019	7	0	-88	88
8019	8	1	 	 
8019	9	1	 	 
8019	10	1	 	 
8019	11	0	30	7
8019	12	88	 	 
8020	1	1	 	 
8020	2	0	60	6
8020	3	0	60	6
8020	4	0	10	6
8020	5	0	5	6
8020	6	1	 	 
8020	7	3	 	 
8020	8	1	 	 
8020	9	0	20	6
8020	10	1	 	 
8020	11	3	 	 
8020	12	0	15	6
8021	1	0	10	6
8021	2	0	10	6
8021	3	1	 	 
8021	4	1	 	 
8021	5	1	 	 
8021	6	0	10	5
8021	7	0	25	6
8021	8	1	 	 
8021	9	0	10	6
8021	10	1	 	 
8021	11	0	10	6
8021	12	88	 	 
8022	1	1	 	 
8022	2	0	120	6
8022	3	0	129	6
8022	4	0	5	6
8022	5	0	120	6
8022	6	1	 	 
8022	7	0	15	6
8022	8	1	 	 
8022	9	0	120	6
8022	10	1	 	 
8022	11	0	120	6
8022	12	88	 	 
8023	1	0	10	5
8023	2	0	30	6
8023	3	0	10	5
8023	4	0	30	5
8023	5	0	10	5
8023	6	0	180	6
8023	7	0	15	5
8023	8	1	 	 
8023	9	1	 	 
8023	10	1	 	 
8023	11	1	 	 
8023	12	88	 	 
8024	1	0	15	5
8024	2	0	60	6
8024	3	0	60	6
8024	4	1	 	 
8024	5	0	15	5
8024	6	0	60	6
8024	7	0	30	5
8024	8	0	15	5
8024	9	0	15	5
8024	10	1	 	 
8024	11	0	90	6
8024	12	88	 	 
8025	1	1	 	 
8025	2	1	 	 
8025	3	1	 	 
8025	4	1	 	 
8025	5	1	 	 
8025	6	1	 	 
8025	7	0	10	5
8025	8	1	 	 
8025	9	1	 	 
8025	10	1	 	 
8025	11	1	 	 
8025	12	88	 	 
8026	1	1	 	 
8026	2	0	15	5
8026	3	1	 	 
8026	4	0	15	5
8026	5	1	 	 
8026	6	1	 	 
8026	7	3	 	 
8026	8	1	 	 
8026	9	3	 	 
8026	10	1	 	 
8026	11	3	 	 
8026	12	88	 	 
8027	1	1	 	 
8027	2	1	 	 
8027	3	1	 	 
8027	4	1	 	 
8027	5	1	 	 
8027	6	1	 	 
8027	7	1	 	 
8027	8	1	 	 
8027	9	3	 	 
8027	10	1	 	 
8027	11	3	 	 
8027	12	88	 	 
8028	1	0	10	7
8028	2	0	25	7
8028	3	1	 	 
8028	4	1	 	 
8028	5	0	60	7
8028	6	1	 	 
8028	7	0	10	7
8028	8	1	 	 
8028	9	0	20	7
8028	10	1	 	 
8028	11	0	60	7
8028	12	88	 	 
