CHILDCODE	LVSKIDR5	AYANR5	NMAMR5	VLAMR5
10001	1	 	 	 
10001	2	 	 	 
10001	3	 	 	 
10001	4	 	 	 
10001	5	 	 	 
10001	6	 	 	 
10001	7	 	 	 
10001	8	 	 	 
10001	9	 	 	 
10001	10	 	 	 
10001	11	 	 	 
10001	12	 	 	 
10001	13	 	 	 
10001	14	 	 	 
10001	15	 	 	 
10001	16	 	 	 
10001	17	 	 	 
10001	18	 	 	 
10001	19	 	 	 
10001	20	 	 	 
10002	1	 	 	 
10002	2	 	 	 
10002	3	 	 	 
10002	4	 	 	 
10002	5	 	 	 
10002	6	 	 	 
10002	7	 	 	 
10002	8	 	 	 
10002	9	 	 	 
10002	10	 	 	 
10002	11	 	 	 
10002	12	 	 	 
10002	13	 	 	 
10002	14	 	 	 
10002	15	 	 	 
10002	16	 	 	 
10002	17	 	 	 
10002	18	 	 	 
10002	19	 	 	 
10002	20	 	 	 
10003	1	 	 	 
10003	2	 	 	 
10003	3	 	 	 
10003	4	 	 	 
10003	5	 	 	 
10003	6	 	 	 
10003	7	 	 	 
10003	8	 	 	 
10003	9	 	 	 
10003	10	 	 	 
10003	11	 	 	 
10003	12	 	 	 
10003	13	 	 	 
10003	14	 	 	 
10003	15	 	 	 
10003	16	 	 	 
10003	17	 	 	 
10003	18	 	 	 
10003	19	 	 	 
10003	20	 	 	 
10004	1	 	 	 
10004	2	 	 	 
10004	3	 	 	 
10004	4	 	 	 
10004	5	 	 	 
10004	6	 	 	 
10004	7	 	 	 
10004	8	 	 	 
10004	9	 	 	 
10004	10	 	 	 
10004	11	 	 	 
10004	12	 	 	 
10004	13	 	 	 
10004	14	 	 	 
10004	15	 	 	 
10004	16	 	 	 
10004	17	 	 	 
10004	18	 	 	 
10004	19	 	 	 
10004	20	 	 	 
10005	1	 	 	 
10005	2	 	 	 
10005	3	 	 	 
10005	4	 	 	 
10005	5	 	 	 
10005	6	 	 	 
10005	7	 	 	 
10005	8	 	 	 
10005	9	 	 	 
10005	10	 	 	 
10005	11	 	 	 
10005	12	 	 	 
10005	13	 	 	 
10005	14	 	 	 
10005	15	 	 	 
10005	16	 	 	 
10005	17	 	 	 
10005	18	 	 	 
10005	19	 	 	 
10005	20	 	 	 
10007	1	 	 	 
10007	2	 	 	 
10007	3	 	 	 
10007	4	 	 	 
10007	5	 	 	 
10007	6	 	 	 
10007	7	 	 	 
10007	8	 	 	 
10007	9	 	 	 
10007	10	 	 	 
10007	11	 	 	 
10007	12	 	 	 
10007	13	 	 	 
10007	14	 	 	 
10007	15	 	 	 
10007	16	 	 	 
10007	17	 	 	 
10007	18	 	 	 
10007	19	 	 	 
10007	20	 	 	 
10008	1	0	 	 
10008	2	0	 	 
10008	3	0	 	 
10008	4	0	 	 
10008	5	1	2	70000
10008	6	0	 	 
10008	7	0	 	 
10008	8	0	 	 
10008	9	0	 	 
10008	10	0	 	 
10008	11	0	 	 
10008	12	0	 	 
10008	13	0	 	 
10008	14	0	 	 
10008	15	0	 	 
10008	16	0	 	 
10008	17	0	 	 
10008	18	0	 	 
10008	19	0	 	 
10008	20	0	 	 
10009	1	 	 	 
10009	2	 	 	 
10009	3	 	 	 
10009	4	 	 	 
10009	5	 	 	 
10009	6	 	 	 
10009	7	 	 	 
10009	8	 	 	 
10009	9	 	 	 
10009	10	 	 	 
10009	11	 	 	 
10009	12	 	 	 
10009	13	 	 	 
10009	14	 	 	 
10009	15	 	 	 
10009	16	 	 	 
10009	17	 	 	 
10009	18	 	 	 
10009	19	 	 	 
10009	20	 	 	 
10010	1	 	 	 
10010	2	 	 	 
10010	3	 	 	 
10010	4	 	 	 
10010	5	 	 	 
10010	6	 	 	 
10010	7	 	 	 
10010	8	 	 	 
10010	9	 	 	 
10010	10	 	 	 
10010	11	 	 	 
10010	12	 	 	 
10010	13	 	 	 
10010	14	 	 	 
10010	15	 	 	 
10010	16	 	 	 
10010	17	 	 	 
10010	18	 	 	 
10010	19	 	 	 
10010	20	 	 	 
10011	1	 	 	 
10011	2	 	 	 
10011	3	 	 	 
10011	4	 	 	 
10011	5	 	 	 
10011	6	 	 	 
10011	7	 	 	 
10011	8	 	 	 
10011	9	 	 	 
10011	10	 	 	 
10011	11	 	 	 
10011	12	 	 	 
10011	13	 	 	 
10011	14	 	 	 
10011	15	 	 	 
10011	16	 	 	 
10011	17	 	 	 
10011	18	 	 	 
10011	19	 	 	 
10011	20	 	 	 
10012	1	 	 	 
10012	2	 	 	 
10012	3	 	 	 
10012	4	 	 	 
10012	5	 	 	 
10012	6	 	 	 
10012	7	 	 	 
10012	8	 	 	 
10012	9	 	 	 
10012	10	 	 	 
10012	11	 	 	 
10012	12	 	 	 
10012	13	 	 	 
10012	14	 	 	 
10012	15	 	 	 
10012	16	 	 	 
10012	17	 	 	 
10012	18	 	 	 
10012	19	 	 	 
10012	20	 	 	 
10013	1	 	 	 
10013	2	 	 	 
10013	3	 	 	 
10013	4	 	 	 
10013	5	 	 	 
10013	6	 	 	 
10013	7	 	 	 
10013	8	 	 	 
10013	9	 	 	 
10013	10	 	 	 
10013	11	 	 	 
10013	12	 	 	 
10013	13	 	 	 
10013	14	 	 	 
10013	15	 	 	 
10013	16	 	 	 
10013	17	 	 	 
10013	18	 	 	 
10013	19	 	 	 
10013	20	 	 	 
10014	1	 	 	 
10014	2	 	 	 
10014	3	 	 	 
10014	4	 	 	 
10014	5	 	 	 
10014	6	 	 	 
10014	7	 	 	 
10014	8	 	 	 
10014	9	 	 	 
10014	10	 	 	 
10014	11	 	 	 
10014	12	 	 	 
10014	13	 	 	 
10014	14	 	 	 
10014	15	 	 	 
10014	16	 	 	 
10014	17	 	 	 
10014	18	 	 	 
10014	19	 	 	 
10014	20	 	 	 
10015	1	 	 	 
10015	2	 	 	 
10015	3	 	 	 
10015	4	 	 	 
10015	5	 	 	 
10015	6	 	 	 
10015	7	 	 	 
10015	8	 	 	 
10015	9	 	 	 
10015	10	 	 	 
10015	11	 	 	 
10015	12	 	 	 
10015	13	 	 	 
10015	14	 	 	 
10015	15	 	 	 
10015	16	 	 	 
10015	17	 	 	 
10015	18	 	 	 
10015	19	 	 	 
10015	20	 	 	 
10016	1	 	 	 
10016	2	 	 	 
10016	3	 	 	 
10016	4	 	 	 
10016	5	 	 	 
10016	6	 	 	 
10016	7	 	 	 
10016	8	 	 	 
10016	9	 	 	 
10016	10	 	 	 
10016	11	 	 	 
10016	12	 	 	 
10016	13	 	 	 
10016	14	 	 	 
10016	15	 	 	 
10016	16	 	 	 
10016	17	 	 	 
10016	18	 	 	 
10016	19	 	 	 
10016	20	 	 	 
10017	1	 	 	 
10017	2	 	 	 
10017	3	 	 	 
10017	4	 	 	 
10017	5	 	 	 
10017	6	 	 	 
10017	7	 	 	 
10017	8	 	 	 
10017	9	 	 	 
10017	10	 	 	 
10017	11	 	 	 
10017	12	 	 	 
10017	13	 	 	 
10017	14	 	 	 
10017	15	 	 	 
10017	16	 	 	 
10017	17	 	 	 
10017	18	 	 	 
10017	19	 	 	 
10017	20	 	 	 
10018	1	 	 	 
10018	2	 	 	 
10018	3	 	 	 
10018	4	 	 	 
10018	5	 	 	 
10018	6	 	 	 
10018	7	 	 	 
10018	8	 	 	 
10018	9	 	 	 
10018	10	 	 	 
10018	11	 	 	 
10018	12	 	 	 
10018	13	 	 	 
10018	14	 	 	 
10018	15	 	 	 
10018	16	 	 	 
10018	17	 	 	 
10018	18	 	 	 
10018	19	 	 	 
10018	20	 	 	 
10019	1	 	 	 
10019	2	 	 	 
10019	3	 	 	 
10019	4	 	 	 
10019	5	 	 	 
10019	6	 	 	 
10019	7	 	 	 
10019	8	 	 	 
10019	9	 	 	 
10019	10	 	 	 
10019	11	 	 	 
10019	12	 	 	 
10019	13	 	 	 
10019	14	 	 	 
10019	15	 	 	 
10019	16	 	 	 
10019	17	 	 	 
10019	18	 	 	 
10019	19	 	 	 
10019	20	 	 	 
10020	1	 	 	 
10020	2	 	 	 
10020	3	 	 	 
10020	4	 	 	 
10020	5	 	 	 
10020	6	 	 	 
10020	7	 	 	 
10020	8	 	 	 
10020	9	 	 	 
10020	10	 	 	 
10020	11	 	 	 
10020	12	 	 	 
10020	13	 	 	 
10020	14	 	 	 
10020	15	 	 	 
10020	16	 	 	 
10020	17	 	 	 
10020	18	 	 	 
10020	19	 	 	 
10020	20	 	 	 
10021	1	 	 	 
10021	2	 	 	 
10021	3	 	 	 
10021	4	 	 	 
10021	5	 	 	 
10021	6	 	 	 
10021	7	 	 	 
10021	8	 	 	 
10021	9	 	 	 
10021	10	 	 	 
10021	11	 	 	 
10021	12	 	 	 
10021	13	 	 	 
10021	14	 	 	 
10021	15	 	 	 
10021	16	 	 	 
10021	17	 	 	 
10021	18	 	 	 
10021	19	 	 	 
10021	20	 	 	 
10023	1	 	 	 
10023	2	 	 	 
10023	3	 	 	 
10023	4	 	 	 
10023	5	 	 	 
10023	6	 	 	 
10023	7	 	 	 
10023	8	 	 	 
10023	9	 	 	 
10023	10	 	 	 
10023	11	 	 	 
10023	12	 	 	 
10023	13	 	 	 
10023	14	 	 	 
10023	15	 	 	 
10023	16	 	 	 
10023	17	 	 	 
10023	18	 	 	 
10023	19	 	 	 
10023	20	 	 	 
10024	1	 	 	 
10024	2	 	 	 
10024	3	 	 	 
10024	4	 	 	 
10024	5	 	 	 
10024	6	 	 	 
10024	7	 	 	 
10024	8	 	 	 
10024	9	 	 	 
10024	10	 	 	 
10024	11	 	 	 
10024	12	 	 	 
10024	13	 	 	 
10024	14	 	 	 
10024	15	 	 	 
10024	16	 	 	 
10024	17	 	 	 
10024	18	 	 	 
10024	19	 	 	 
10024	20	 	 	 
10025	1	 	 	 
10025	2	 	 	 
10025	3	 	 	 
10025	4	 	 	 
10025	5	 	 	 
10025	6	 	 	 
10025	7	 	 	 
10025	8	 	 	 
10025	9	 	 	 
10025	10	 	 	 
10025	11	 	 	 
10025	12	 	 	 
10025	13	 	 	 
10025	14	 	 	 
10025	15	 	 	 
10025	16	 	 	 
10025	17	 	 	 
10025	18	 	 	 
10025	19	 	 	 
