CHILDCODE	LVSKIDR4	AYANR4	NMAMR4	VLAMR4
160032	1	0	 	 
160032	2	0	 	 
160032	3	0	 	 
160032	4	0	 	 
160032	7	0	 	 
160032	8	0	 	 
160032	9	0	 	 
160032	13	0	 	 
160032	14	0	 	 
160032	15	0	 	 
160032	16	1	2	300
160032	17	0	 	 
160032	58	0	 	 
160033	1	0	 	 
160033	2	0	 	 
160033	3	0	 	 
160033	4	0	 	 
160033	7	0	 	 
160033	8	0	 	 
160033	9	0	 	 
160033	13	0	 	 
160033	14	0	 	 
160033	15	0	 	 
160033	16	1	10	1000
160033	17	0	 	 
160033	58	0	 	 
160034	1	0	 	 
160034	2	0	 	 
160034	3	0	 	 
160034	4	0	 	 
160034	7	0	 	 
160034	8	0	 	 
160034	9	0	 	 
160034	13	0	 	 
160034	14	0	 	 
160034	15	0	 	 
160034	16	1	20	4000
160034	17	0	 	 
160034	58	0	 	 
160035	1	0	 	 
160035	2	0	 	 
160035	3	0	 	 
160035	4	0	 	 
160035	7	0	 	 
160035	8	0	 	 
160035	9	0	 	 
160035	13	0	 	 
160035	14	0	 	 
160035	15	0	 	 
160035	16	1	25	3000
160035	17	0	 	 
160035	58	0	 	 
160036	1	0	 	 
160036	2	0	 	 
160036	3	0	 	 
160036	4	0	 	 
160036	7	0	 	 
160036	8	0	 	 
160036	9	0	 	 
160036	13	0	 	 
160036	14	0	 	 
160036	15	0	 	 
160036	16	1	12	1500
160036	17	0	 	 
160036	58	0	 	 
160037	1	 	 	 
160037	2	 	 	 
160037	3	 	 	 
160037	4	 	 	 
160037	7	 	 	 
160037	8	 	 	 
160037	9	 	 	 
160037	13	 	 	 
160037	14	 	 	 
160037	15	 	 	 
160037	16	 	 	 
160037	17	 	 	 
160037	58	 	 	 
160038	1	 	 	 
160038	2	 	 	 
160038	3	 	 	 
160038	4	 	 	 
160038	7	 	 	 
160038	8	 	 	 
160038	9	 	 	 
160038	13	 	 	 
160038	14	 	 	 
160038	15	 	 	 
160038	16	 	 	 
160038	17	 	 	 
160038	58	 	 	 
160039	1	 	 	 
160039	2	 	 	 
160039	3	 	 	 
160039	4	 	 	 
160039	7	 	 	 
160039	8	 	 	 
160039	9	 	 	 
160039	13	 	 	 
160039	14	 	 	 
160039	15	 	 	 
160039	16	 	 	 
160039	17	 	 	 
160039	58	 	 	 
160040	1	0	 	 
160040	2	0	 	 
160040	3	0	 	 
160040	4	0	 	 
160040	7	0	 	 
160040	8	0	 	 
160040	9	0	 	 
160040	13	0	 	 
160040	14	0	 	 
160040	15	0	 	 
160040	16	1	3	300
160040	17	0	 	 
160040	58	0	 	 
160041	1	0	 	 
160041	2	0	 	 
160041	3	0	 	 
160041	4	0	 	 
160041	7	0	 	 
160041	8	0	 	 
160041	9	0	 	 
160041	13	0	 	 
160041	14	0	 	 
160041	15	0	 	 
160041	16	1	5	600
160041	17	0	 	 
160041	58	0	 	 
160042	1	0	 	 
160042	2	0	 	 
160042	3	0	 	 
160042	4	0	 	 
160042	7	0	 	 
160042	8	0	 	 
160042	9	0	 	 
160042	13	0	 	 
160042	14	0	 	 
160042	15	0	 	 
160042	16	1	30	3000
160042	17	0	 	 
160042	58	0	 	 
160043	1	0	 	 
160043	2	0	 	 
160043	3	0	 	 
160043	4	0	 	 
160043	7	0	 	 
160043	8	0	 	 
160043	9	0	 	 
160043	13	0	 	 
160043	14	0	 	 
160043	15	1	1	7000
160043	16	0	 	 
160043	17	0	 	 
160043	58	0	 	 
160044	1	 	 	 
160044	2	 	 	 
160044	3	 	 	 
160044	4	 	 	 
160044	7	 	 	 
160044	8	 	 	 
160044	9	 	 	 
160044	13	 	 	 
160044	14	 	 	 
160044	15	 	 	 
160044	16	 	 	 
160044	17	 	 	 
160044	58	 	 	 
160045	1	0	 	 
160045	2	0	 	 
160045	3	0	 	 
160045	4	0	 	 
160045	7	0	 	 
160045	8	0	 	 
160045	9	0	 	 
160045	13	0	 	 
160045	14	0	 	 
160045	15	0	 	 
160045	16	1	15	2000
160045	17	0	 	 
160045	58	0	 	 
160046	1	 	 	 
160046	2	 	 	 
160046	3	 	 	 
160046	4	 	 	 
160046	7	 	 	 
160046	8	 	 	 
160046	9	 	 	 
160046	13	 	 	 
160046	14	 	 	 
160046	15	 	 	 
160046	16	 	 	 
160046	17	 	 	 
160046	58	 	 	 
160047	1	0	 	 
160047	2	0	 	 
160047	3	0	 	 
160047	4	0	 	 
160047	7	0	 	 
160047	8	0	 	 
160047	9	0	 	 
160047	13	0	 	 
160047	14	0	 	 
160047	15	0	 	 
160047	16	1	30	3000
160047	17	0	 	 
160047	58	0	 	 
160048	1	 	 	 
160048	2	 	 	 
160048	3	 	 	 
160048	4	 	 	 
160048	7	 	 	 
160048	8	 	 	 
160048	9	 	 	 
160048	13	 	 	 
160048	14	 	 	 
160048	15	 	 	 
160048	16	 	 	 
160048	17	 	 	 
160048	58	 	 	 
160049	1	 	 	 
160049	2	 	 	 
160049	3	 	 	 
160049	4	 	 	 
160049	7	 	 	 
160049	8	 	 	 
160049	9	 	 	 
160049	13	 	 	 
160049	14	 	 	 
160049	15	 	 	 
160049	16	 	 	 
160049	17	 	 	 
160049	58	 	 	 
160050	1	 	 	 
160050	2	 	 	 
160050	3	 	 	 
160050	4	 	 	 
160050	7	 	 	 
160050	8	 	 	 
160050	9	 	 	 
160050	13	 	 	 
160050	14	 	 	 
160050	15	 	 	 
160050	16	 	 	 
160050	17	 	 	 
160050	58	 	 	 
160051	1	 	 	 
160051	2	 	 	 
160051	3	 	 	 
160051	4	 	 	 
160051	7	 	 	 
160051	8	 	 	 
160051	9	 	 	 
160051	13	 	 	 
160051	14	 	 	 
160051	15	 	 	 
160051	16	 	 	 
160051	17	 	 	 
160051	58	 	 	 
160052	1	0	 	 
160052	2	0	 	 
160052	3	0	 	 
160052	4	0	 	 
160052	7	0	 	 
160052	8	0	 	 
160052	9	0	 	 
160052	13	0	 	 
160052	14	0	 	 
160052	15	0	 	 
160052	16	1	100	1500
160052	17	0	 	 
160052	58	0	 	 
160053	1	 	 	 
160053	2	 	 	 
160053	3	 	 	 
160053	4	 	 	 
160053	7	 	 	 
160053	8	 	 	 
160053	9	 	 	 
160053	13	 	 	 
160053	14	 	 	 
160053	15	 	 	 
160053	16	 	 	 
160053	17	 	 	 
160053	58	 	 	 
160054	1	0	 	 
160054	2	0	 	 
160054	3	0	 	 
160054	4	0	 	 
160054	7	0	 	 
160054	8	0	 	 
160054	9	0	 	 
160054	13	0	 	 
160054	14	0	 	 
160054	15	1	14	20000
160054	16	1	15	2000
160054	17	0	 	 
160054	58	0	 	 
160055	1	0	 	 
160055	2	0	 	 
160055	3	0	 	 
160055	4	0	 	 
160055	7	0	 	 
160055	8	0	 	 
160055	9	0	 	 
160055	13	0	 	 
160055	14	0	 	 
160055	15	0	 	 
160055	16	1	20	1500
160055	17	0	 	 
160055	58	0	 	 
160056	1	0	 	 
160056	2	0	 	 
160056	3	0	 	 
160056	4	0	 	 
160056	7	0	 	 
160056	8	0	 	 
160056	9	0	 	 
160056	13	0	 	 
160056	14	0	 	 
160056	15	0	 	 
160056	16	1	70	6000
160056	17	0	 	 
160056	58	0	 	 
160057	1	0	 	 
160057	2	0	 	 
160057	3	0	 	 
160057	4	0	 	 
160057	7	0	 	 
160057	8	0	 	 
160057	9	0	 	 
160057	13	0	 	 
160057	14	0	 	 
160057	15	0	 	 
160057	16	1	20	2000
160057	17	0	 	 
160057	58	0	 	 
160058	1	0	 	 
160058	2	0	 	 
160058	3	0	 	 
160058	4	0	 	 
160058	7	0	 	 
160058	8	0	 	 
160058	9	0	 	 
160058	13	0	 	 
160058	14	0	 	 
160058	15	0	 	 
160058	16	1	2	320
160058	17	0	 	 
160058	58	0	 	 
160059	1	0	 	 
160059	2	0	 	 
160059	3	0	 	 
160059	4	0	 	 
160059	7	0	 	 
160059	8	0	 	 
160059	9	0	 	 
160059	13	0	 	 
160059	14	0	 	 
160059	15	0	 	 
160059	16	1	30	3000
160059	17	0	 	 
160059	58	0	 	 
160060	1	0	 	 
160060	2	0	 	 
160060	3	0	 	 
160060	4	0	 	 
160060	7	0	 	 
160060	8	0	 	 
160060	9	0	 	 
160060	13	0	 	 
160060	14	0	 	 
160060	15	1	2	4000
160060	16	0	 	 
160060	17	0	 	 
160060	58	0	 	 
160062	1	0	 	 
160062	2	0	 	 
160062	3	0	 	 
160062	4	0	 	 
160062	7	0	 	 
160062	8	0	 	 
160062	9	0	 	 
160062	13	0	 	 
160062	14	0	 	 
160062	15	0	 	 
160062	16	1	100	20000
160062	17	0	 	 
160062	58	0	 	 
160063	1	0	 	 
160063	2	0	 	 
160063	3	0	 	 
160063	4	0	 	 
160063	7	0	 	 
160063	8	0	 	 
160063	9	0	 	 
160063	13	0	 	 
160063	14	0	 	 
160063	15	0	 	 
160063	16	1	2	400
160063	17	0	 	 
160063	58	0	 	 
160064	1	0	 	 
160064	2	0	 	 
160064	3	0	 	 
160064	4	0	 	 
160064	7	0	 	 
160064	8	0	 	 
160064	9	0	 	 
160064	13	0	 	 
160064	14	0	 	 
160064	15	0	 	 
160064	16	1	2	400
160064	17	0	 	 
160064	58	0	 	 
160065	1	0	 	 
160065	2	0	 	 
160065	3	0	 	 
160065	4	0	 	 
160065	7	0	 	 
160065	8	0	 	 
160065	9	0	 	 
160065	13	0	 	 
160065	14	0	 	 
160065	15	0	 	 
160065	16	1	7	500
160065	17	0	 	 
160065	58	0	 	 
160066	1	0	 	 
160066	2	0	 	 
160066	3	0	 	 
160066	4	0	 	 
160066	7	0	 	 
160066	8	0	 	 
160066	9	0	 	 
160066	13	0	 	 
160066	14	0	 	 
160066	15	0	 	 
160066	16	1	10	1000
160066	17	0	 	 
160066	58	0	 	 
160067	1	0	 	 
160067	2	0	 	 
160067	3	0	 	 
160067	4	0	 	 
160067	7	0	 	 
160067	8	0	 	 
160067	9	0	 	 
160067	13	0	 	 
160067	14	0	 	 
160067	15	0	 	 
160067	16	1	25	2000
160067	17	0	 	 
160067	58	0	 	 
160068	1	0	 	 
160068	2	0	 	 
160068	3	0	 	 
160068	4	0	 	 
160068	7	0	 	 
160068	8	0	 	 
160068	9	0	 	 
160068	13	0	 	 
160068	14	0	 	 
160068	15	0	 	 
160068	16	1	10	700
160068	17	0	 	 
160068	58	0	 	 
160069	1	0	 	 
160069	2	0	 	 
160069	3	0	 	 
160069	4	0	 	 
160069	7	0	 	 
160069	8	0	 	 
160069	9	0	 	 
160069	13	0	 	 
160069	14	0	 	 
160069	15	1	1	5000
160069	16	1	7	800
160069	17	0	 	 
160069	58	0	 	 
160070	1	0	 	 
160070	2	0	 	 
160070	3	0	 	 
160070	4	0	 	 
160070	7	0	 	 
160070	8	0	 	 
160070	9	0	 	 
160070	13	0	 	 
160070	14	0	 	 
160070	15	1	1	4000
160070	16	1	12	1000
160070	17	0	 	 
160070	58	0	 	 
160071	1	0	 	 
160071	2	0	 	 
160071	3	0	 	 
160071	4	0	 	 
160071	7	0	 	 
160071	8	0	 	 
160071	9	0	 	 
160071	13	0	 	 
160071	14	0	 	 
160071	15	1	1	10000
160071	16	1	20	2200
160071	17	0	 	 
160071	58	0	 	 
160072	1	0	 	 
160072	2	0	 	 
160072	3	0	 	 
160072	4	0	 	 
160072	7	0	 	 
160072	8	0	 	 
160072	9	0	 	 
160072	13	0	 	 
160072	14	0	 	 
160072	15	1	35	46000
160072	16	1	20	2500
160072	17	0	 	 
160072	58	0	 	 
160073	1	 	 	 
160073	2	 	 	 
160073	3	 	 	 
160073	4	 	 	 
160073	7	 	 	 
160073	8	 	 	 
160073	9	 	 	 
160073	13	 	 	 
160073	14	 	 	 
160073	15	 	 	 
160073	16	 	 	 
160073	17	 	 	 
160073	58	 	 	 
160074	1	0	 	 
160074	2	0	 	 
160074	3	0	 	 
160074	4	0	 	 
160074	7	0	 	 
160074	8	0	 	 
160074	9	0	 	 
160074	13	0	 	 
160074	14	0	 	 
160074	15	1	2	10000
160074	16	0	 	 
160074	17	0	 	 
160074	58	0	 	 
160075	1	0	 	 
160075	2	0	 	 
160075	3	0	 	 
160075	4	0	 	 
160075	7	0	 	 
160075	8	0	 	 
160075	9	0	 	 
160075	13	0	 	 
160075	14	0	 	 
160075	15	0	 	 
160075	16	1	20	2000
160075	17	0	 	 
160075	58	0	 	 
160076	1	0	 	 
160076	2	0	 	 
160076	3	0	 	 
160076	4	0	 	 
160076	7	0	 	 
160076	8	0	 	 
160076	9	0	 	 
160076	13	0	 	 
160076	14	0	 	 
160076	15	1	0	 
160076	16	1	8	1580
160076	17	0	 	 
160076	58	0	 	 
160077	1	0	 	 
160077	2	0	 	 
160077	3	0	 	 
160077	4	0	 	 
160077	7	0	 	 
160077	8	0	 	 
160077	9	0	 	 
160077	13	0	 	 
160077	14	0	 	 
160077	15	1	20	18000
160077	16	1	60	9000
160077	17	0	 	 
160077	58	0	 	 
160078	1	 	 	 
160078	2	 	 	 
160078	3	 	 	 
160078	4	 	 	 
160078	7	 	 	 
160078	8	 	 	 
160078	9	 	 	 
160078	13	 	 	 
160078	14	 	 	 
160078	15	 	 	 
160078	16	 	 	 
160078	17	 	 	 
160078	58	 	 	 
160080	1	0	 	 
160080	2	0	 	 
160080	3	0	 	 
160080	4	0	 	 
160080	7	0	 	 
160080	8	0	 	 
160080	9	0	 	 
160080	13	0	 	 
160080	14	0	 	 
160080	15	1	1	4000
160080	16	1	7	500
160080	17	0	 	 
160080	58	0	 	 
160081	1	0	 	 
160081	2	0	 	 
160081	3	0	 	 
160081	4	0	 	 
160081	7	0	 	 
160081	8	0	 	 
160081	9	0	 	 
160081	13	0	 	 
160081	14	0	 	 
160081	15	1	10	10000
160081	16	1	40	2000
160081	17	0	 	 
160081	58	0	 	 
160082	1	0	 	 
160082	2	0	 	 
160082	3	0	 	 
160082	4	0	 	 
160082	7	0	 	 
160082	8	0	 	 
160082	9	0	 	 
160082	13	0	 	 
160082	14	0	 	 
160082	15	1	5	2500
160082	16	1	10	2000
160082	17	0	 	 
160082	58	0	 	 
160083	1	0	 	 
160083	2	0	 	 
160083	3	0	 	 
160083	4	0	 	 
160083	7	0	 	 
160083	8	0	 	 
160083	9	0	 	 
160083	13	0	 	 
160083	14	0	 	 
160083	15	1	15	25000
160083	16	1	20	2000
160083	17	0	 	 
160083	58	0	 	 
160084	1	0	 	 
160084	2	0	 	 
160084	3	0	 	 
160084	4	0	 	 
160084	7	0	 	 
160084	8	0	 	 
160084	9	0	 	 
160084	13	0	 	 
160084	14	0	 	 
160084	15	0	 	 
160084	16	1	40	3000
160084	17	0	 	 
160084	58	0	 	 
160085	1	0	 	 
160085	2	0	 	 
160085	3	0	 	 
160085	4	0	 	 
160085	7	0	 	 
160085	8	0	 	 
160085	9	0	 	 
160085	13	0	 	 
160085	14	0	 	 
160085	15	0	 	 
160085	16	1	50	3500
160085	17	0	 	 
160085	58	1	30	4500
160086	1	0	 	 
160086	2	0	 	 
160086	3	0	 	 
160086	4	0	 	 
160086	7	0	 	 
160086	8	0	 	 
160086	9	0	 	 
160086	13	0	 	 
160086	14	0	 	 
160086	15	1	1	6000
160086	16	1	10	1000
160086	17	0	 	 
160086	58	0	 	 
160088	1	0	 	 
160088	2	0	 	 
160088	3	0	 	 
160088	4	0	 	 
160088	7	0	 	 
160088	8	0	 	 
160088	9	0	 	 
160088	13	0	 	 
160088	14	0	 	 
160088	15	0	 	 
160088	16	1	25	2000
160088	17	0	 	 
160088	58	0	 	 
160089	1	 	 	 
160089	2	 	 	 
160089	3	 	 	 
160089	4	 	 	 
160089	7	 	 	 
160089	8	 	 	 
160089	9	 	 	 
160089	13	 	 	 
160089	14	 	 	 
160089	15	 	 	 
160089	16	 	 	 
160089	17	 	 	 
160089	58	 	 	 
160091	1	 	 	 
160091	2	 	 	 
160091	3	 	 	 
160091	4	 	 	 
160091	7	 	 	 
160091	8	 	 	 
160091	9	 	 	 
160091	13	 	 	 
160091	14	 	 	 
160091	15	 	 	 
160091	16	 	 	 
160091	17	 	 	 
160091	58	 	 	 
160092	1	0	 	 
160092	2	0	 	 
160092	3	0	 	 
160092	4	0	 	 
160092	7	0	 	 
160092	8	0	 	 
160092	9	0	 	 
160092	13	0	 	 
160092	14	0	 	 
160092	15	1	1	8000
160092	16	1	40	2000
160092	17	0	 	 
160092	58	0	 	 
160093	1	0	 	 
160093	2	0	 	 
160093	3	0	 	 
160093	4	0	 	 
160093	7	1	1	20000
160093	8	0	 	 
160093	9	0	 	 
160093	13	0	 	 
160093	14	0	 	 
160093	15	1	1	10000
160093	16	0	 	 
160093	17	0	 	 
160093	58	0	 	 
160094	1	0	 	 
160094	2	0	 	 
160094	3	1	1	5000
160094	4	0	 	 
160094	7	1	1	20000
160094	8	0	 	 
160094	9	0	 	 
160094	13	0	 	 
160094	14	0	 	 
160094	15	0	 	 
160094	16	1	3	600
160094	17	0	 	 
160094	58	0	 	 
160095	1	 	 	 
160095	2	 	 	 
160095	3	 	 	 
160095	4	 	 	 
160095	7	 	 	 
160095	8	 	 	 
160095	9	 	 	 
160095	13	 	 	 
160095	14	 	 	 
160095	15	 	 	 
160095	16	 	 	 
160095	17	 	 	 
160095	58	 	 	 
160096	1	0	 	 
160096	2	0	 	 
160096	3	0	 	 
160096	4	0	 	 
160096	7	0	 	 
160096	8	0	 	 
160096	9	0	 	 
160096	13	0	 	 
160096	14	0	 	 
160096	15	1	3	15000
160096	16	0	 	 
160096	17	0	 	 
160096	58	0	 	 
160097	1	0	 	 
160097	2	0	 	 
160097	3	0	 	 
160097	4	0	 	 
160097	7	0	 	 
160097	8	0	 	 
160097	9	0	 	 
160097	13	0	 	 
160097	14	0	 	 
160097	15	1	4	16000
160097	16	1	300	25000
160097	17	0	 	 
160097	58	1	-77	 
160099	1	0	 	 
160099	2	0	 	 
160099	3	0	 	 
160099	4	0	 	 
160099	7	0	 	 
160099	8	0	 	 
160099	9	0	 	 
160099	13	0	 	 
160099	14	0	 	 
160099	15	1	23	30000
160099	16	1	10	1000
160099	17	0	 	 
160099	58	0	 	 
160100	1	0	 	 
160100	2	0	 	 
160100	3	0	 	 
160100	4	0	 	 
160100	7	0	 	 
160100	8	0	 	 
160100	9	0	 	 
160100	13	0	 	 
160100	14	0	 	 
160100	15	0	 	 
160100	16	1	6	500
160100	17	0	 	 
160100	58	0	 	 
160102	1	 	 	 
160102	2	 	 	 
160102	3	 	 	 
160102	4	 	 	 
160102	7	 	 	 
160102	8	 	 	 
160102	9	 	 	 
160102	13	 	 	 
160102	14	 	 	 
160102	15	 	 	 
160102	16	 	 	 
160102	17	 	 	 
160102	58	 	 	 
160104	1	 	 	 
160104	2	 	 	 
160104	3	 	 	 
160104	4	 	 	 
160104	7	 	 	 
160104	8	 	 	 
160104	9	 	 	 
160104	13	 	 	 
160104	14	 	 	 
160104	15	 	 	 
160104	16	 	 	 
160104	17	 	 	 
160104	58	 	 	 
160107	1	0	 	 
160107	2	0	 	 
160107	3	0	 	 
160107	4	0	 	 
160107	7	0	 	 
160107	8	0	 	 
160107	9	0	 	 
160107	13	0	 	 
160107	14	0	 	 
160107	15	0	 	 
160107	16	1	10	800
160107	17	0	 	 
160107	58	0	 	 
160114	1	0	 	 
160114	2	0	 	 
160114	3	0	 	 
160114	4	0	 	 
160114	7	0	 	 
160114	8	0	 	 
160114	9	0	 	 
160114	13	0	 	 
160114	14	0	 	 
160114	15	1	20	20000
160114	16	1	20	2000
160114	17	0	 	 
160114	58	0	 	 
170001	1	 	 	 
170001	2	 	 	 
170001	3	 	 	 
170001	4	 	 	 
170001	7	 	 	 
170001	8	 	 	 
170001	9	 	 	 
170001	13	 	 	 
170001	14	 	 	 
170001	15	 	 	 
170001	16	 	 	 
170001	17	 	 	 
170001	58	 	 	 
170002	1	 	 	 
170002	2	 	 	 
170002	3	 	 	 
170002	4	 	 	 
170002	7	 	 	 
170002	8	 	 	 
170002	9	 	 	 
170002	13	 	 	 
170002	14	 	 	 
170002	15	 	 	 
170002	16	 	 	 
170002	17	 	 	 
170002	58	 	 	 
170003	1	 	 	 
170003	2	 	 	 
170003	3	 	 	 
170003	4	 	 	 
170003	7	 	 	 
170003	8	 	 	 
170003	9	 	 	 
170003	13	 	 	 
170003	14	 	 	 
170003	15	 	 	 
170003	16	 	 	 
170003	17	 	 	 
170003	58	 	 	 
170004	1	 	 	 
170004	2	 	 	 
170004	3	 	 	 
170004	4	 	 	 
170004	7	 	 	 
170004	8	 	 	 
170004	9	 	 	 
170004	13	 	 	 
170004	14	 	 	 
170004	15	 	 	 
170004	16	 	 	 
170004	17	 	 	 
170004	58	 	 	 
170005	1	 	 	 
170005	2	 	 	 
170005	3	 	 	 
170005	4	 	 	 
170005	7	 	 	 
170005	8	 	 	 
170005	9	 	 	 
170005	13	 	 	 
170005	14	 	 	 
170005	15	 	 	 
170005	16	 	 	 
170005	17	 	 	 
170005	58	 	 	 
170006	1	 	 	 
170006	2	 	 	 
170006	3	 	 	 
170006	4	 	 	 
170006	7	 	 	 
170006	8	 	 	 
170006	9	 	 	 
170006	13	 	 	 
170006	14	 	 	 
170006	15	 	 	 
170006	16	 	 	 
170006	17	 	 	 
170006	58	 	 	 
170007	1	 	 	 
170007	2	 	 	 
170007	3	 	 	 
170007	4	 	 	 
170007	7	 	 	 
170007	8	 	 	 
170007	9	 	 	 
170007	13	 	 	 
170007	14	 	 	 
170007	15	 	 	 
170007	16	 	 	 
170007	17	 	 	 
170007	58	 	 	 
170008	1	 	 	 
170008	2	 	 	 
170008	3	 	 	 
170008	4	 	 	 
170008	7	 	 	 
170008	8	 	 	 
170008	9	 	 	 
170008	13	 	 	 
170008	14	 	 	 
170008	15	 	 	 
170008	16	 	 	 
170008	17	 	 	 
170008	58	 	 	 
170009	1	 	 	 
170009	2	 	 	 
170009	3	 	 	 
170009	4	 	 	 
170009	7	 	 	 
170009	8	 	 	 
170009	9	 	 	 
170009	13	 	 	 
170009	14	 	 	 
170009	15	 	 	 
170009	16	 	 	 
170009	17	 	 	 
170009	58	 	 	 
170010	1	 	 	 
170010	2	 	 	 
170010	3	 	 	 
170010	4	 	 	 
170010	7	 	 	 
170010	8	 	 	 
170010	9	 	 	 
170010	13	 	 	 
170010	14	 	 	 
170010	15	 	 	 
170010	16	 	 	 
170010	17	 	 	 
170010	58	 	 	 
170012	1	 	 	 
170012	2	 	 	 
170012	3	 	 	 
170012	4	 	 	 
170012	7	 	 	 
170012	8	 	 	 
170012	9	 	 	 
170012	13	 	 	 
170012	14	 	 	 
170012	15	 	 	 
170012	16	 	 	 
170012	17	 	 	 
170012	58	 	 	 
170013	1	 	 	 
170013	2	 	 	 
170013	3	 	 	 
170013	4	 	 	 
170013	7	 	 	 
170013	8	 	 	 
170013	9	 	 	 
170013	13	 	 	 
170013	14	 	 	 
170013	15	 	 	 
170013	16	 	 	 
170013	17	 	 	 
170013	58	 	 	 
170015	1	 	 	 
170015	2	 	 	 
170015	3	 	 	 
170015	4	 	 	 
170015	7	 	 	 
170015	8	 	 	 
170015	9	 	 	 
170015	13	 	 	 
170015	14	 	 	 
170015	15	 	 	 
170015	16	 	 	 
170015	17	 	 	 
170015	58	 	 	 
170016	1	 	 	 
170016	2	 	 	 
170016	3	 	 	 
170016	4	 	 	 
170016	7	 	 	 
170016	8	 	 	 
170016	9	 	 	 
170016	13	 	 	 
170016	14	 	 	 
170016	15	 	 	 
170016	16	 	 	 
170016	17	 	 	 
170016	58	 	 	 
170017	1	 	 	 
170017	2	 	 	 
170017	3	 	 	 
170017	4	 	 	 
170017	7	 	 	 
170017	8	 	 	 
170017	9	 	 	 
170017	13	 	 	 
170017	14	 	 	 
170017	15	 	 	 
170017	16	 	 	 
170017	17	 	 	 
170017	58	 	 	 
170018	1	 	 	 
170018	2	 	 	 
170018	3	 	 	 
170018	4	 	 	 
170018	7	 	 	 
170018	8	 	 	 
170018	9	 	 	 
170018	13	 	 	 
170018	14	 	 	 
170018	15	 	 	 
170018	16	 	 	 
170018	17	 	 	 
170018	58	 	 	 
170019	1	 	 	 
170019	2	 	 	 
170019	3	 	 	 
170019	4	 	 	 
170019	7	 	 	 
170019	8	 	 	 
170019	9	 	 	 
170019	13	 	 	 
170019	14	 	 	 
170019	15	 	 	 
170019	16	 	 	 
170019	17	 	 	 
170019	58	 	 	 
170020	1	 	 	 
170020	2	 	 	 
170020	3	 	 	 
170020	4	 	 	 
170020	7	 	 	 
170020	8	 	 	 
170020	9	 	 	 
170020	13	 	 	 
170020	14	 	 	 
170020	15	 	 	 
170020	16	 	 	 
170020	17	 	 	 
170020	58	 	 	 
170021	1	 	 	 
170021	2	 	 	 
170021	3	 	 	 
170021	4	 	 	 
170021	7	 	 	 
170021	8	 	 	 
170021	9	 	 	 
170021	13	 	 	 
170021	14	 	 	 
170021	15	 	 	 
170021	16	 	 	 
170021	17	 	 	 
170021	58	 	 	 
170022	1	 	 	 
170022	2	 	 	 
170022	3	 	 	 
170022	4	 	 	 
170022	7	 	 	 
170022	8	 	 	 
170022	9	 	 	 
170022	13	 	 	 
170022	14	 	 	 
170022	15	 	 	 
170022	16	 	 	 
170022	17	 	 	 
170022	58	 	 	 
170024	1	 	 	 
170024	2	 	 	 
170024	3	 	 	 
170024	4	 	 	 
170024	7	 	 	 
170024	8	 	 	 
170024	9	 	 	 
170024	13	 	 	 
170024	14	 	 	 
170024	15	 	 	 
170024	16	 	 	 
170024	17	 	 	 
170024	58	 	 	 
170025	1	 	 	 
170025	2	 	 	 
170025	3	 	 	 
170025	4	 	 	 
170025	7	 	 	 
170025	8	 	 	 
170025	9	 	 	 
170025	13	 	 	 
170025	14	 	 	 
170025	15	 	 	 
170025	16	 	 	 
170025	17	 	 	 
170025	58	 	 	 
170026	1	 	 	 
170026	2	 	 	 
170026	3	 	 	 
170026	4	 	 	 
170026	7	 	 	 
170026	8	 	 	 
170026	9	 	 	 
170026	13	 	 	 
170026	14	 	 	 
170026	15	 	 	 
170026	16	 	 	 
170026	17	 	 	 
170026	58	 	 	 
170027	1	 	 	 
170027	2	 	 	 
170027	3	 	 	 
170027	4	 	 	 
170027	7	 	 	 
170027	8	 	 	 
170027	9	 	 	 
170027	13	 	 	 
170027	14	 	 	 
170027	15	 	 	 
170027	16	 	 	 
170027	17	 	 	 
170027	58	 	 	 
170028	1	 	 	 
170028	2	 	 	 
170028	3	 	 	 
170028	4	 	 	 
170028	7	 	 	 
170028	8	 	 	 
170028	9	 	 	 
170028	13	 	 	 
170028	14	 	 	 
170028	15	 	 	 
170028	16	 	 	 
170028	17	 	 	 
170028	58	 	 	 
170029	1	 	 	 
170029	2	 	 	 
170029	3	 	 	 
170029	4	 	 	 
170029	7	 	 	 
170029	8	 	 	 
170029	9	 	 	 
170029	13	 	 	 
170029	14	 	 	 
170029	15	 	 	 
170029	16	 	 	 
170029	17	 	 	 
170029	58	 	 	 
170030	1	 	 	 
170030	2	 	 	 
170030	3	 	 	 
170030	4	 	 	 
170030	7	 	 	 
170030	8	 	 	 
170030	9	 	 	 
170030	13	 	 	 
170030	14	 	 	 
170030	15	 	 	 
170030	16	 	 	 
170030	17	 	 	 
170030	58	 	 	 
170032	1	 	 	 
170032	2	 	 	 
170032	3	 	 	 
170032	4	 	 	 
170032	7	 	 	 
170032	8	 	 	 
170032	9	 	 	 
170032	13	 	 	 
170032	14	 	 	 
170032	15	 	 	 
170032	16	 	 	 
170032	17	 	 	 
170032	58	 	 	 
170033	1	 	 	 
170033	2	 	 	 
170033	3	 	 	 
170033	4	 	 	 
170033	7	 	 	 
170033	8	 	 	 
170033	9	 	 	 
170033	13	 	 	 
170033	14	 	 	 
170033	15	 	 	 
170033	16	 	 	 
170033	17	 	 	 
170033	58	 	 	 
170034	1	 	 	 
170034	2	 	 	 
170034	3	 	 	 
